name,url,group,country,language,quality,category,tags
PBS Antiques Roadshow,https://aka-live491.delivery.roku.com/433f306b-f414-4eaf-978e-509814b70a63/t2-origin/out/v1/live.m3u8,Auction,USA,English,,Lifestyle,"auction,antiques"
Storage Wars by A&E,https://aka-live491.delivery.roku.com/faabf0d8-4315-4386-bf21-c778c681083d/t2-origin/out/v1/live.m3u8,Auction,,English,,Lifestyle,"auction,reality"
Highway Thru Hell,https://aka-live491.delivery.roku.com/6b9301ca-6c0a-4c4c-a4b4-807959440ceb/t2-origin/out/v1/live.m3u8,Auto,,English,,Entertainment,"cars,trucks"
Monster Jam,https://aka-live491.delivery.roku.com/141203c9-b556-44a7-8dce-805ba9e6ec01/t2-origin/out/v1/live.m3u8,Auto,,English,,Entertainment,"cars,monster trucks"
NASCAR,https://aka-live491.delivery.roku.com/ce85c6d3-ab73-4bf7-bbd2-2599e5ac4261/t2-origin/out/v1/live.m3u8,Auto,USA,English,,Sports,"cars,racing"
POWERNATION,https://aka-live491.delivery.roku.com/66d4ac70-30d5-4f45-9e40-d4e1eda81dba/t2-origin/out/v1/live.m3u8,Auto,,English,,Entertainment,"cars,automotive"
POWERNATION en Español,https://aka-live491.delivery.roku.com/26bc7b84-43bc-49f9-b180-e7427525cbaa/t2-origin/out/v1/live.m3u8,Auto,,Spanish,,Entertainment,"cars,automotive"
RACER Select,https://aka-live491.delivery.roku.com/ea0433ef-d570-41e9-9d71-4bbc206042e4/t2-origin/out/v1/live.m3u8,Auto,,English,,Sports,"cars,racing"
Speed Sport 1,https://aka-live491.delivery.roku.com/63e7c506-7574-46d4-a388-2453864eae36/t2-origin/out/v1/live.m3u8,Auto,,English,,Sports,"cars,racing"
InTrouble,https://amg00861-amg00861c6-rlaxx-uk-3951.playouts.now.amagi.tv/playlist.m3u8,Action Sports,UK,English,1080p,Sports,"sports,action,outdoor"
NESN Nation,https://aka-live491.delivery.roku.com/201b95b7-c424-413b-bdb7-850959e16240/t2-origin/out/v1/live.m3u8,Baseball,,English,,Sports,"baseball,sports"
Ryz Sports Network,https://aka-live491.delivery.roku.com/b519e4dd-1677-44b6-81ac-c7be7018d913/t2-origin/out/v1/live.m3u8,Baseball,,English,,Sports,"baseball,sports"
Swerve Sports,https://aka-live491.delivery.roku.com/e336313c-5db7-455c-b8de-a5bc1f93447e/t2-origin/out/v1/live.m3u8,Baseball,,English,,Sports,"baseball,sports"
ACC Digital Network,https://aka-live491.delivery.roku.com/c1f1867d-38e5-456d-81de-5aa22554341c/t2-origin/out/v1/live.m3u8,Basketball,USA,English,,Sports,"basketball,sports"
Big 12 Studios,https://aka-live491.delivery.roku.com/8379c9d6-9ae6-4803-a1ca-76587d69213f/t2-origin/out/v1/live.m3u8,Basketball,,English,,Sports,"basketball,sports"
Billiard TV,https://aka-live491.delivery.roku.com/7bdb9bb8-6f3b-42c3-9ea7-44ec93c849cd/t2-origin/out/v1/live.m3u8,Billiards,,English,,Sports,"billiards,sports"
In Depth with Graham Bensinger,https://aka-live491.delivery.roku.com/c08f5a0e-665f-4a29-ac93-fbb45dd88166/t2-origin/out/v1/live.m3u8,Biography,,English,,Documentary,"biography,interview"
PFL MMA,https://aka-live491.delivery.roku.com/120da388-708f-4b8f-b4f4-8d564c348eb1/t2-origin/out/v1/live.m3u8,Boxing,,English,,Sports,"boxing,mma"
Swerve Combat,https://aka-live491.delivery.roku.com/8e42098f-4bbb-4f94-8d79-012257e5a107/t2-origin/out/v1/live.m3u8,Boxing,,English,,Sports,"boxing,mma"
Top Rank Classics,https://aka-live491.delivery.roku.com/d60c9b4b-2756-4dea-adfc-e9ec609b8cce/t2-origin/out/v1/live.m3u8,Boxing,,English,,Sports,"boxing,classic"
PBR: Ride Pass,https://aka-live491.delivery.roku.com/6e3c080c-c614-41fb-a62c-903dfc196e6b/t2-origin/out/v1/live.m3u8,Bullfighting,,English,,Sports,"bull riding,rodeo"
Gary Vee TV,https://aka-live491.delivery.roku.com/f6401ede-ed46-46f0-bb1d-4857c3ad8dbf/t2-origin/out/v1/live.m3u8,Business/Financial,,English,,General,"business,entrepreneurship"
Super Simple Songs,https://aka-live491.delivery.roku.com/d29e908e-3f20-4744-b1b5-dca8f9605cc2/t2-origin/out/v1/live.m3u8,Children's Music,,English,,Kids,"kids,music,educational"
Always Funny Videos,https://aka-live491.delivery.roku.com/b1beefe1-d4e3-43c6-b15c-7c24f0044827/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Canela.TV Clásicos,https://aka-live491.delivery.roku.com/8fb6d023-6a9e-489e-b837-82949dabf4f3/t2-origin/out/v1/live.m3u8,Comedy,,Spanish,,Entertainment,comedy
Comedy Dynamics,https://aka-live491.delivery.roku.com/36adb737-0d44-4942-976a-4b940ac3ae3f/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Degrassi,https://aka-live491.delivery.roku.com/ee1621cf-a783-4004-98ba-96319b0b286b/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Ebony,https://aka-live491.delivery.roku.com/78966fe5-f419-4a3c-93f1-95707fa52361/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
FailArmy,https://aka-live491.delivery.roku.com/acc6197f-e3ba-446c-a829-dba5e8f5bbae/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Just for Laughs Gags,https://aka-live491.delivery.roku.com/fac576ef-0c1d-4675-91cc-47b2badfae40/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Lifetime Love & Drama,https://aka-live491.delivery.roku.com/b9e738a4-adec-40c0-9d97-e6597bcdea24/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
LOL Network,https://aka-live491.delivery.roku.com/9f08863f-60d1-49e5-b935-871f694ba446/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
MST3K,https://aka-live491.delivery.roku.com/258146b5-3d5f-43a6-af34-eb5199da3088/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
Mythical 24/7,https://aka-live491.delivery.roku.com/305cbc9b-6c11-40b9-83ec-694da4a6b0e1/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
The Red Green Channel,https://aka-live491.delivery.roku.com/0f30972e-a469-42ff-a8aa-c70e23af5881/t2-origin/out/v1/live.m3u8,Comedy,,English,,Entertainment,comedy
ViX Cine Club,https://aka-live491.delivery.roku.com/0f232fec-f2cc-45e0-8876-af34537103d4/t2-origin/out/v1/live.m3u8,Comedy,,Spanish,,Entertainment,comedy
Gravitas Movies,https://aka-live491.delivery.roku.com/31aec68c-0544-4b96-9ffb-c47ca025a74a/t2-origin/out/v1/live.m3u8,Comedy Drama,,English,,Entertainment,"comedy,drama"
My Time Movie Network,https://aka-live491.delivery.roku.com/f776bdec-ebce-432b-847d-c7c2400d82e0/t2-origin/out/v1/live.m3u8,Comedy Drama,,English,,Entertainment,"comedy,drama"
Oro TV,https://aka-live491.delivery.roku.com/ace633bf-5514-41b7-819c-3f26c80da14d/t2-origin/out/v1/live.m3u8,Comedy Drama,,Spanish,,Entertainment,"comedy,drama"
USA Network East,https://tvpass.org/live/USANetworkEast/hd,Entertainment,USA,English,1080p,Entertainment,"comedy,movies,series,sports"
Team Liquid,https://aka-live491.delivery.roku.com/e2a5c1ed-5539-4f99-be9f-daf69b77e579/t2-origin/out/v1/live.m3u8,Computers,,English,,Technology,"esports,gaming,tech"
America's Test Kitchen,https://aka-live491.delivery.roku.com/7826c27f-e65e-40d3-89cc-a62e13a407c8/t2-origin/out/v1/live.m3u8,Cooking,,English,,Lifestyle,"cooking,food"
Bon Appetit,https://aka-live491.delivery.roku.com/52ab0fc7-211a-41f5-b78f-d9556eb36bcd/t2-origin/out/v1/live.m3u8,Cooking,,English,,Lifestyle,"cooking,food"
FilmRise Food,https://aka-live491.delivery.roku.com/f6f9008a-207c-4f52-bbb3-92d6cf5df0f9/t2-origin/out/v1/live.m3u8,Cooking,,English,,Lifestyle,"cooking,food"
