name,url,group,country,language,quality,category,tags
CCTV-6,http://58.19.180.108:9981/stream/channelid/115694977?profile=pass,Movies,China,Mandarin,,Movies,movies
CCTV-7,http://58.19.180.108:9981/stream/channelid/499001205?profile=pass,General,China,Mandarin,,General,"military,agriculture"
CCTV-8,http://58.19.180.108:9981/stream/channelid/1123874386?profile=pass,Entertainment,China,Mandarin,,Entertainment,"drama,series"
CCTV-9,http://58.19.180.108:9981/stream/channelid/1681394297?profile=pass,Documentary,China,Mandarin,,Documentary,documentary
CCTV-10,http://58.19.180.108:9981/stream/channelid/197590532?profile=pass,Educational,China,Mandarin,,Educational,"science,education"
CCTV-11,http://58.19.180.108:9981/stream/channelid/550290687?profile=pass,Culture,China,Mandarin,,Culture,"opera,culture"
CCTV-12,http://58.19.180.108:9981/stream/channelid/857624678?profile=pass,General,China,Mandarin,,General,"legal,social"
CCTV-13,http://58.19.180.108:9981/stream/channelid/876545399?profile=pass,News,China,Mandarin,,News,news
CCTV-14,http://58.19.180.108:9981/stream/channelid/446310281?profile=pass,Kids,China,Mandarin,,Kids,kids
RCN,http://162.207.11.109:9981/stream/channelid/96275356?profile=pass,General,Colombia,Spanish,,General,general
RCN Novelas,http://162.207.11.109:9981/stream/channelid/247677504?profile=pass,Entertainment,Colombia,Spanish,,Entertainment,telenovela
CityTV (CO),http://162.207.11.109:9981/stream/channelid/1037732737?profile=pass,General,Colombia,Spanish,,General,general
Caracol,http://38.250.127.17:9800/play/a05v/index.m3u8,General,Colombia,Spanish,,General,general
Win Sports,http://38.250.127.17:9800/play/a0ae/index.m3u8,Sports,Colombia,Spanish,,Sports,sports
Repretel 6,http://201.237.193.180:9981/stream/channelid/1914694040?profile=pass,General,Costa Rica,Spanish,,General,general
Teletica,http://201.237.193.180:9981/stream/channelid/2039568413?profile=pass,General,Costa Rica,Spanish,,General,general
Canal 8,http://201.237.193.180:9981/stream/channelid/2109973730?profile=pass,General,Costa Rica,Spanish,,General,general
Repretel 11,http://201.237.193.180:9981/stream/channelid/220443661?profile=pass,General,Costa Rica,Spanish,,General,general
HRT 1 HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/HRT1/default/index.mpd,General,Croatia,Croatian,HD,General,"public,general"
HRT 2 HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/HRT2/default/index.mpd,General,Croatia,Croatian,HD,General,"public,general"
HRT 3 HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/HRT3/default/index.mpd,Culture,Croatia,Croatian,HD,Culture,"culture,public"
HRT 4 HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/HRT4/default/index.mpd,General,Croatia,Croatian,HD,General,"public,general"
RTL Televizija HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/RTL/default/index.mpd,General,Croatia,Croatian,HD,General,general
RTL 2 HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/RTL2/default/index.mpd,Entertainment,Croatia,Croatian,HD,Entertainment,entertainment
Nova HD,https://live.s2.cyn.cz/Nova/video.m3u8,General,Czech Republic,Czech,HD,General,general
Doma HD,https://live.s2.cyn.cz/Doma/video.m3u8,Entertainment,Croatia,Croatian,HD,Entertainment,entertainment
MAXtv Promo HD,https://bpcdnmanprod.nexttv.ht.hr/bpk-tv/Promo/default/index.mpd,General,Croatia,Croatian,HD,General,promo
N1 info HR (CNN Croatia),https://best-str.umn.cdn.united.cloud/stream?stream=sp1400&sp=n1info&channel=n1hrv&u=n1info&p=n1Sh4redSecre7iNf0&player=m3u8,News,Croatia,Croatian,,News,news
RIK 1,http://31.121.110.30:4000/play/a023/index.m3u8,General,Cyprus,Greek,,General,"public,general"
RIK 2,http://31.121.110.30:4000/play/a024/index.m3u8,General,Cyprus,Greek,,General,"public,general"
Sigma,http://31.121.110.30:4000/play/a025/index.m3u8,General,Cyprus,Greek,,General,general
Disney Channel (CZ),https://webstream.odjezdy.online/CZ/Disney/video.m3u8,Kids,Czech Republic,Czech,,Kids,kids
TV Prima,http://90.178.86.156:9981/stream/channelid/1669214446?ticket=BDA09228D9A1E3C5444CB168C684A21C7FE37A29&profile=pass,General,Czech Republic,Czech,,General,general
Prima COOL,https://webstream.odjezdy.online/CZ/PrimaCool/video.m3u8,Entertainment,Czech Republic,Czech,,Entertainment,entertainment
Prima KRIMI,http://90.178.86.156:9981/stream/channelid/434374074?ticket=7C393BCECE5427E6BEB3714B4C4B220EC2D33EB5&profile=pass,Entertainment,Czech Republic,Czech,,Entertainment,crime
Prima SHOW,http://90.178.86.156:9981/stream/channelid/748255433?ticket=216B5B41838A2332296FA05EDB09FA11B1A155EE&profile=pass,Entertainment,Czech Republic,Czech,,Entertainment,entertainment
OCKO,http://90.178.86.156:9981/stream/channelid/1183792288?ticket=6CE25AF67B8D74983939FCF3B123AD08A5B0BAE8&profile=pass,Music,Czech Republic,Czech,,Music,music
OCKO STAR,http://90.178.86.156:9981/stream/channelid/1340646702?ticket=6A7ED7E2087641A202EA744A9DE44B07A2EE2FAC&profile=pass,Music,Czech Republic,Czech,,Music,music
CNN Prima News,http://90.178.86.156:9981/stream/channelid/1443888704?ticket=B2AC43F9C197099EE2A723A8B5D26A8402094755&profile=pass,News,Czech Republic,Czech,,News,news
TV Barrandov,http://90.178.86.156:9981/stream/channelid/1149773228?ticket=56A407B3D9D49568B131C27B70C4B903FD070FE5&profile=pass,General,Czech Republic,Czech,,General,general
Barrandov KRIMI,http://90.178.86.156:9981/stream/channelid/63674077?ticket=3DD9B00FA8EDFD57654A69FCCB425D310F46D234&profile=pass,Entertainment,Czech Republic,Czech,,Entertainment,crime
Barrandov KINO,http://90.178.86.156:9981/stream/channelid/468144232?ticket=08EE87AD25F9FBE538875ECAE79A083364326C74&profile=pass,Movies,Czech Republic,Czech,,Movies,movies
DR 1,http://185.233.253.71:9981/stream/channelid/1999834189?ticket=1C67C731CBEF27AE64AC0517124F32C9D9C43384&profile=pass,General,Denmark,Danish,,General,"public,general"
DR 2,http://86.52.58.131:9981/stream/channelid/931180474?profile=pass,General,Denmark,Danish,,General,"public,general"
DR Ramasjang,http://185.233.253.71:9981/stream/channelid/605743331?ticket=754F2A0D14680CEC6B65AADE53515A6A9FE159DC&profile=pass,Kids,Denmark,Danish,,Kids,"kids,public"
BBC Nordic,http://86.52.58.131:9981/stream/channelid/982754499?profile=pass,General,Denmark,English,,General,general
TV2 (DK),http://185.233.253.71:9981/stream/channelid/1749613619?ticket=40BFADF5E8CB95789B9CCD3A77283FD5B3348054&profile=pass,General,Denmark,Danish,,General,general
TV3 (DK),http://185.233.253.71:9981/stream/channelid/1242761804?ticket=5B8C6AE6630DB4AE3793BB7EFC0BAE457D030189&profile=pass,Entertainment,Denmark,Danish,,Entertainment,entertainment
TV3 Plus (DK),http://185.233.253.71:9981/stream/channelid/1576049852?ticket=BC98741F1437DD6824CA9FCD4161F58550931462&profile=pass,Entertainment,Denmark,Danish,,Entertainment,entertainment
See,http://185.233.253.71:9981/stream/channelid/1998147007?ticket=BD6BD8635E84A7AC2D2E7A9C0D43AF71254AD14F&profile=pass,Entertainment,Denmark,Danish,,Entertainment,entertainment
dk4,http://185.233.253.71:9981/stream/channelid/1957480935?ticket=12EAEA967B466D55D5A9C1976A074350E5778DD7&profile=pass,General,Denmark,Danish,,General,general
TV2 Charlie,http://185.233.253.71:9981/stream/channelid/1211268929?ticket=D2D47C6AD1C4AAD8118869946A20235947B2089A&profile=pass,Entertainment,Denmark,Danish,,Entertainment,entertainment
TV2 News,http://185.233.253.71:9981/stream/channelid/931172941?ticket=49AFCD397616AE72DE88BCC2EA95E825780800B9&profile=pass,News,Denmark,Danish,,News,news
Disney Channel (DK),http://185.233.253.71:9981/stream/channelid/57476629?ticket=49EC5B3EB9B3E059206A2189D2605A2A501DE3C1&profile=pass,Kids,Denmark,Danish,,Kids,kids
ETV,http://84.50.161.79:9981/stream/channelid/102111302?ticket=D9DC0134FD558A4AB7700F58FDCF5B3C104B0D06&profile=pass,General,Estonia,Estonian,,General,"public,general"
ETV 2,http://84.50.161.79:9981/stream/channelid/1803810842?ticket=77888221B66C933CAC1ADF333A20A8D6CD637E5B&profile=pass,General,Estonia,Estonian,,General,"public,general"
ETV +,http://84.50.161.79:9981/stream/channelid/1005622334?ticket=5EE18E8DB1F5670AC7337D8CA211F09639D3C40C&profile=pass,General,Estonia,Russian,,General,"public,russian"
TV3 (EE),http://84.50.161.79:9981/stream/channelid/647532614?ticket=692741F8E05D31A538487995158C3F9EA9D382A6&profile=pass,General,Estonia,Estonian,,General,general
Kanal 2,http://84.50.161.79:9981/stream/channelid/598248126?ticket=BAC8C3E854BA45EC12151B21EF3A060EB23CEF41&profile=pass,General,Estonia,Estonian,,General,general
KVF 1,https://w-live-edge1.kringvarp.fo/uttanlands/_definst_/smil:uttanlands.smil/chunklist_w676428681_b804000_slfao.m3u8,General,Faroe Islands,Faroese,,General,"public,general"
Yle TV1,http://88.86.133.164:9981/stream/channelid/1310432328?profile=matroska,General,Finland,Finnish,,General,"public,general"
Yle TV2,http://88.86.133.164:9981/stream/channelid/1539655346?profile=matroska,General,Finland,Finnish,,General,"public,general"
MTV3,http://88.86.133.164:9981/stream/channelid/590688323?profile=matroska,General,Finland,Finnish,,General,general
Nelonen,http://88.86.133.164:9981/stream/channelid/2000720401?profile=matroska,General,Finland,Finnish,,General,general
Yle Teema & Fam,http://88.86.133.164:9981/stream/channelid/1156247623?profile=matroska,Culture,Finland,Finnish,,Culture,"culture,family,public"
MTV Sub,http://88.86.133.164:9981/stream/channelid/1465356632?profile=matroska,Entertainment,Finland,Finnish,,Entertainment,entertainment
TV5 (FI),http://88.86.133.164:9981/stream/channelid/819147108?profile=matroska,Entertainment,Finland,Finnish,,Entertainment,entertainment
Kutonen,http://88.86.133.164:9981/stream/channelid/866295582?profile=matroska,Entertainment,Finland,Finnish,,Entertainment,entertainment
TLC (FI),http://88.86.133.164:9981/stream/channelid/515715009?profile=matroska,Lifestyle,Finland,English,,Lifestyle,lifestyle
Star Channel (FI),http://88.86.133.164:9981/stream/channelid/1454785063?profile=matroska,Entertainment,Finland,English,,Entertainment,"series,movies"
National Geographic (FI),http://88.86.133.164:9981/stream/channelid/231553848?profile=matroska,Documentary,Finland,English,,Documentary,documentary
MTV Uutiset,https://live.streaming.a2d.tv/asset/20025962.isml/.m3u8,News,Finland,Finnish,,News,news
TF1,http://176.65.146.138:8047/play/a074/index.m3u8,General,France,French,,General,general
France 2,http://176.65.146.138:8047/play/a07e/index.m3u8,General,France,French,,General,"public,general"
France 3,http://176.65.146.138:8047/play/a07h/index.m3u8,Regional,France,French,,Regional,"regional,public"
France 4,http://176.65.146.138:8047/play/a07f/index.m3u8,Entertainment,France,French,,Entertainment,"entertainment,public"
France 5,http://176.65.146.138:8047/play/a07l/index.m3u8,Documentary,France,French,,Documentary,"documentary,public"
M6,http://176.65.146.138:8047/play/a07i/index.m3u8,General,France,French,,General,general
Arte,http://176.65.146.138:8047/play/a07k/index.m3u8,Culture,France,French,,Culture,"arts,culture"
W9,http://176.65.146.138:8047/play/a07j/index.m3u8,Entertainment,France,French,,Entertainment,entertainment
TFX,http://176.65.146.138:8047/play/a077/index.m3u8,Entertainment,France,French,,Entertainment,entertainment
TF1 Séries Films,http://176.65.146.138:8047/play/a079/index.m3u8,Movies,France,French,,Movies,"movies,series"
TMC,http://176.65.146.138:8047/play/a076/index.m3u8,Entertainment,France,French,,Entertainment,entertainment
Gulli,https://viamotionhsi.netplus.ch/live/eds/gulli/browser-HLS8/gulli.m3u8,Kids,France,French,,Kids,kids
6ter,http://176.65.146.138:8047/play/a07m/index.m3u8,Entertainment,France,French,,Entertainment,entertainment
LCI,http://176.65.146.138:8047/play/a075/index.m3u8,News,France,French,,News,news
France Info,http://176.65.146.138:8047/play/a07g/index.m3u8,News,France,French,,News,"news,public"
AB1,https://viamotionhsi.netplus.ch/live/eds/ab1/browser-dash/ab1.mpd,Entertainment,France,French,,Entertainment,series
AB3,https://viamotionhsi.netplus.ch/live/eds/ab3/browser-dash/ab3.mpd,Entertainment,France,French,,Entertainment,series
RMC Life,http://176.65.146.138:8047/play/a07b/index.m3u8,Lifestyle,France,French,,Lifestyle,lifestyle
BFM2,https://d1ib1gsg71oarf.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-scp7wda722jph/BFM2_FR.m3u8,News,France,French,,News,news
Pirveli Arkhi (1TV),https://tv.cdn.xsg.ge/gpb-1tv/index.m3u8,General,Georgia,Georgian,,General,"public,general"
Pirveli Arkhi Sporti (1TV Sport),https://tv.cdn.xsg.ge/gpb-2tv/index.m3u8,Sports,Georgia,Georgian,,Sports,"sports,public"
Imedi,https://tv.cdn.xsg.ge/imedihd/index.m3u8,General,Georgia,Georgian,,General,general
Das Erste,https://viamotionhsi.netplus.ch/live/eds/daserstehd/browser-dash/daserstehd.mpd,General,Germany,German,,General,"public,general"
ZDF,https://viamotionhsi.netplus.ch/live/eds/zdfhd/browser-dash/zdfhd.mpd,General,Germany,German,,General,"public,general"
RTL (DE),https://viamotionhsi.netplus.ch/live/eds/rtl/browser-dash/rtl.mpd,General,Germany,German,,General,general
RTL Zwei,https://viamotionhsi.netplus.ch/live/eds/rtl2/browser-dash/rtl2.mpd,Entertainment,Germany,German,,Entertainment,entertainment
VOX,https://viamotionhsi.netplus.ch/live/eds/vox/browser-dash/vox.mpd,Entertainment,Germany,German,,Entertainment,entertainment
NITRO,https://viamotionhsi.netplus.ch/live/eds/rtlnitro/browser-dash/rtlnitro.mpd,Entertainment,Germany,German,,Entertainment,entertainment
RTL Super,https://viamotionhsi.netplus.ch/live/eds/superrtl/browser-dash/superrtl.mpd,Kids,Germany,German,,Kids,kids
ProSieben,http://85.187.13.40:18000/ProSieben,General,Germany,German,,General,general
Tele 5,https://viamotionhsi.netplus.ch/live/eds/tele5/browser-dash/tele5.mpd,Entertainment,Germany,German,,Entertainment,movies
ZDFneo,https://viamotionhsi.netplus.ch/live/eds/zdfneohd/browser-dash/zdfneohd.mpd,Entertainment,Germany,German,,Entertainment,"entertainment,public"
ZDFinfo,https://viamotionhsi.netplus.ch/live/eds/zdfinfohd/browser-dash/zdfinfohd.mpd,Documentary,Germany,German,,Documentary,"documentary,public"
MDR,https://viamotionhsi.netplus.ch/live/eds/mdr/browser-dash/mdr.mpd,Regional,Germany,German,,Regional,"regional,public"
RBB,https://viamotionhsi.netplus.ch/live/eds/rbb/browser-dash/rbb.mpd,Regional,Germany,German,,Regional,"regional,public"
SWR BR,https://viamotionhsi.netplus.ch/live/eds/swrbr/browser-dash/swrbw.mpd,Regional,Germany,German,,Regional,"regional,public"
Phoenix,https://viamotionhsi.netplus.ch/live/eds/phoenix/browser-dash/phoenix.mpd,News,Germany,German,,News,"news,documentary,public"
KIKA,https://viamotionhsi.netplus.ch/live/eds/kika/browser-dash/kika.mpd,Kids,Germany,German,,Kids,"kids,public"
Eurosport Deutschland,https://viamotionhsi.netplus.ch/live/eds/eurosportde/browser-dash/eurosportde.mpd,Sports,Germany,German,,Sports,sports
Sport 1,https://viamotionhsi.netplus.ch/live/eds/sport1/browser-dash/sport1.mpd,Sports,Germany,German,,Sports,sports
ARD Alpha,https://viamotionhsi.netplus.ch/live/eds/bralpha/browser-dash/bralpha.mpd,Educational,Germany,German,,Educational,"education,public"
n-tv,https://viamotionhsi.netplus.ch/live/eds/ntv/browser-dash/ntv.mpd,News,Germany,German,,News,news
WDR,https://viamotionhsi.netplus.ch/live/eds/wdr/browser-dash/wdr.mpd,Regional,Germany,German,,Regional,"regional,public"
One (DE),https://viamotionhsi.netplus.ch/live/eds/onehd/browser-dash/onehd.mpd,Entertainment,Germany,German,,Entertainment,"entertainment,public"
HR,https://viamotionhsi.netplus.ch/live/eds/hr/browser-dash/hr.mpd,Regional,Germany,German,,Regional,"regional,public"
Comedy Central (DE),https://viamotionhsi.netplus.ch/live/eds/comedycentral/browser-dash/comedycentral.mpd,Entertainment,Germany,German,,Entertainment,comedy
Deluxe Music,https://viamotionhsi.netplus.ch/live/eds/deluxemusic/browser-dash/deluxemusic.mpd,Music,Germany,German,,Music,music
RiC,https://rictv.iptv-playoutcenter.de/rictv/rictv-web/playlist.m3u8,Kids,Germany,German,,Kids,kids
RiC+,https://streams2.sofast.tv/ptnr-yupptv/title-Ric_Plus/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/42997d52-337b-4fbe-8693-aa8605f5cfab/master.m3u8,Kids,Germany,German,,Kids,kids
Disney Channel (DE),https://viamotionhsi.netplus.ch/live/eds/disneychannelde/browser-dash/disneychannelde.mpd,Kids,Germany,German,,Kids,kids
ERT 1,http://193.92.205.210:666/stream/channelid/995341409?ticket=5B223EE0AEED416785F454C4CB195162F022E00B&profile=pass,General,Greece,Greek,,General,"public,general"
ERT 2,http://193.92.205.210:666/stream/channelid/1499176004?ticket=3CEE47EB35A03AC38B040489F41A614327A4E5E3&profile=pass,General,Greece,Greek,,General,"public,general"
ERT 3,http://193.92.205.210:666/stream/channelid/1916392614?ticket=983AE885A07F7959E4645AA7E7A30883FAC4C048&profile=pass,Regional,Greece,Greek,,Regional,"regional,public"
ERT News,http://193.92.205.210:666/stream/channelid/1138069875?ticket=C211F18468E6A4A472715B15EC81DF1669D1A66E&profile=pass,News,Greece,Greek,,News,"news,public"
ANT1,http://193.92.205.210:666/stream/channelid/1798735192?ticket=B0E589720454D7A886243B52EE9B585997FAC6EC&profile=pass,General,Greece,Greek,,General,general
Alpha,http://193.92.205.210:666/stream/channelid/316270598?ticket=4EAFCB6CC543B46244367B2AF5D1F70BD8E64CB8&profile=pass,General,Greece,Greek,,General,general
MAD,http://193.92.205.210:666/stream/channelid/713260648?ticket=BCFE397CA2C57FDE9D15132028BBACF5C74DD066&profile=pass,Music,Greece,Greek,,Music,music
Makedonia TV,http://193.92.205.210:666/stream/channelid/1494631013?ticket=20C28E1E02AF6180CB1585886C359B3B0EB2B48E&profile=pass,Regional,Greece,Greek,,Regional,regional
Skai TV,http://193.92.205.210:666/stream/channelid/991752849?ticket=784DD68DB7A77EFE467FFD867EF540E4AFF2B553&profile=pass,General,Greece,Greek,,General,general
MEGA (GR),http://193.92.205.210:666/stream/channelid/127572322?ticket=DF0DF71DE53B0CEA811D5277F60703C4BB7A80C0&profile=pass,General,Greece,Greek,,General,general
Star (GR),http://193.92.205.210:666/stream/channelid/1724988607?ticket=F0A4C6CBC94A83ACB060E01D2D6C67D13419D827&profile=pass,General,Greece,Greek,,General,general
OPEN Beyond,http://193.92.205.210:666/stream/channelid/2093067483?ticket=6A2C592AA031EABF9B5D2EB17874AAD15B94691B&profile=pass,General,Greece,Greek,,General,general
Nickelodeon (GR),http://193.92.205.210:666/stream/channelid/332003718?ticket=5A96C45C5BD1FCCFF6A32BC17251B02524EB6183&profile=pass,Kids,Greece,Greek,,Kids,kids
NCN,http://live.dreamtv.gy/live/c2eds/NCN/HLS/NCN.m3u8,General,Guyana,English,,General,"public,general"
Guyana Learning Channel,http://live.dreamtv.gy/live/c2eds/GuyanaLearning/HLS/GuyanaLearning.m3u8,Educational,Guyana,English,,Educational,education
GLC Jr,http://live.dreamtv.gy/live/c2eds/GLCjr/HLS/GLCjr.m3u8,Kids,Guyana,English,,Kids,"kids,education"
GLC Elementary,http://38.127.211.18/live/c2eds/GLCElementary/HLS/GLCElementary.m3u8,Educational,Guyana,English,,Educational,education
GLC TeenED,http://38.127.211.18/live/c2eds/GLCTeenED/HLS/GLCTeenED.m3u8,Educational,Guyana,English,,Educational,education
GLC Ah We TV,http://38.127.211.18/live/c2eds/GLCAhWeTV/HLS/GLCAhWeTV.m3u8,General,Guyana,English,,General,general
GLC Discover,http://38.127.211.18/live/c2eds/GLCDiscover/HLS/GLCDiscover.m3u8,Documentary,Guyana,English,,Documentary,documentary
GLC EleVate,http://live.dreamtv.gy/live/c2eds/GLCEleVate/HLS/GLCEleVate.m3u8,Educational,Guyana,English,,Educational,education
TeleSur English,https://cdnenmain.telesur.ultrabase.net/mblivev3/hd/playlist.m3u8,News,Venezuela,English,,News,"news,international"
Den Haag TV,http://wowza5.video-streams.nl:1935/denhaag/denhaag/playlist.m3u8,Regional,Netherlands,Dutch,,Regional,regional
Duna,https://viamotionhsi.netplus.ch/live/eds/duna/browser-dash/duna.mpd,General,Hungary,Hungarian,,General,"public,general"
M1,http://195.189.60.31:8003/play/a09o/index.m3u8,General,Hungary,Hungarian,,General,"public,general"
M2,http://195.189.60.31:8003/play/a09x/index.m3u8,Kids,Hungary,Hungarian,,Kids,"kids,public"
M5,http://195.189.60.31:8003/play/a0fd/index.m3u8,Culture,Hungary,Hungarian,,Culture,"culture,public"
RTL (HU),http://195.189.60.31:8003/play/a0gp/index.m3u8,General,Hungary,Hungarian,,General,general
RTL Gold,http://195.189.60.31:8003/play/a0dy/index.m3u8,Entertainment,Hungary,Hungarian,,Entertainment,entertainment
TV2 (HU),http://195.189.60.31:8003/play/a0a9/index.m3u8,General,Hungary,Hungarian,,General,general
TV2 Comedy,http://195.189.60.31:8003/play/a0cm/index.m3u8,Entertainment,Hungary,Hungarian,,Entertainment,comedy
TV2 Kids,http://195.189.60.31:8003/play/a0cu/index.m3u8,Kids,Hungary,Hungarian,,Kids,kids
TV2 Séf,http://195.189.60.31:8003/play/a0c9/index.m3u8,Lifestyle,Hungary,Hungarian,,Lifestyle,"food,cooking"
TV4 (HU),http://195.189.60.31:8003/play/a0ci/index.m3u8,Entertainment,Hungary,Hungarian,,Entertainment,entertainment
RÚV,https://ruv-web-live.akamaized.net/streymi/ruverl/ruverl.m3u8,General,Iceland,Icelandic,,General,"public,general"
IRIB TV1,https://stream2.removie.raha.af/live/smil:iribtv1.smil/chunklist_w1989776299_b1500000.m3u8,General,Iran,Persian,,General,"public,general"
IRIB TV3,https://stream2.removie.raha.af/live/smil:iribtv3.smil/chunklist_w1848100321_b1500000.m3u8,General,Iran,Persian,,General,"public,general"
IRIB TV4,https://lenz.splus.ir/PLTV/88888888/224/3221226140/1.m3u8,General,Iran,Persian,,General,"public,general"
IRIB Nasim,https://lenz.splus.ir/PLTV/88888888/224/3221226653/1.m3u8,Entertainment,Iran,Persian,,Entertainment,"entertainment,public"
IRINN,https://lenz.splus.ir/PLTV/88888888/224/3221226142/1.m3u8,News,Iran,Persian,,News,"news,public"
IRIB Varzesh,https://stream2.removie.raha.af/live/smil:irvarzeshtv.smil/chunklist_w206723439_b1500000.m3u8,Sports,Iran,Persian,,Sports,"sports,public"
IRIB Tamasha,https://lenz.splus.ir/PLTV/88888888/224/3221226879/1.m3u8,Entertainment,Iran,Persian,,Entertainment,"entertainment,public"
Ifilm Farsi,https://lenz.splus.ir/PLTV/88888888/224/3221226842/1.m3u8,Movies,Iran,Persian,,Movies,movies
IRIB Namayesh,https://lenz.splus.ir/PLTV/88888888/224/3221226148/1.m3u8,Entertainment,Iran,Persian,,Entertainment,"drama,public"
IRIB Mostanad,https://lenz.splus.ir/PLTV/88888888/224/3221226901/1.m3u8,Documentary,Iran,Persian,,Documentary,"documentary,public"
IRIB Quran,https://lenz.splus.ir/PLTV/88888888/224/3221226144/1.m3u8,Religious,Iran,Persian,,Religious,"religion,quran"
Iran International,https://dev-live.livetvstream.co.uk/LS-63503-4/chunklist_b1196000.m3u8,News,Iran,Persian,,News,news
Manoto HD,https://m3u.iranvids.com/manoto/output.m3u8,General,Iran,Persian,HD,General,general
PBC Tapesh,https://iptv.tapesh.tv/tapesh/playlist_low/index.m3u8,General,Iran,Persian,,General,general
VOA Farsi,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist_0360.m3u8,News,Iran,Persian,,News,news
Radio Farda,https://rfe-ingest.akamaized.net/hls/live/2033042/tvmc01/playlist.m3u8,News,Iran,Persian,,News,news
RTÉ One,http://84.203.21.1:9981/stream/channelid/130762250?profile=pass,General,Ireland,English,,General,"public,general"
RTÉ2,http://185.99.136.50:9981/stream/channelid/190697840?profile=pass,General,Ireland,English,,General,"public,general"
Virgin Media One,http://84.203.21.1:9981/stream/channelid/1145924194?profile=pass,General,Ireland,English,,General,general
TG4,http://84.203.21.1:9981/stream/channelid/1042352985?profile=pass,General,Ireland,Irish,,General,"public,general"
Virgin Media Two,http://84.203.21.1:9981/stream/channelid/957092576?profile=pass,Entertainment,Ireland,English,,Entertainment,entertainment
Virgin Media Three,http://84.203.21.1:9981/stream/channelid/1835889741?profile=pass,Entertainment,Ireland,English,,Entertainment,entertainment
Virgin Media Four,http://84.203.21.1:9981/stream/channelid/881832135?profile=pass,Entertainment,Ireland,English,,Entertainment,entertainment
RTÉ News,http://84.203.21.1:9981/stream/channelid/864611771?profile=pass,News,Ireland,English,,News,"news,public"
Cúla4,https://d3257a9rb0p5iy.cloudfront.net/tg4_live_cula4_main_3000_.m3u8,Kids,Ireland,Irish,,Kids,kids
Rai 1,https://viamotionhsi.netplus.ch/live/eds/rai1/browser-dash/rai1.mpd,General,Italy,Italian,,General,"public,general"
Rai 2,https://viamotionhsi.netplus.ch/live/eds/rai2/browser-dash/rai2.mpd,General,Italy,Italian,,General,"public,general"
Rai 3,https://viamotionhsi.netplus.ch/live/eds/rai3/browser-dash/rai3.mpd,Regional,Italy,Italian,,Regional,"regional,public"
Rai News 24,https://viamotionhsi.netplus.ch/live/eds/rainews/browser-dash/rainews.mpd,News,Italy,Italian,,News,"news,public"
Rai Sport,https://viamotionhsi.netplus.ch/live/eds/raisport1/browser-dash/raisport1.mpd,Sports,Italy,Italian,,Sports,"sports,public"
Rai Storia,https://viamotionhsi.netplus.ch/live/eds/raistoria/browser-dash/raistoria.mpd,Documentary,Italy,Italian,,Documentary,"history,public"
Rai Gulp,https://viamotionhsi.netplus.ch/live/eds/raigulp/browser-dash/raigulp.mpd,Kids,Italy,Italian,,Kids,"kids,public"
Rai Scuola,https://viamotionhsi.netplus.ch/live/eds/raiscuola/browser-dash/raiscuola.mpd,Educational,Italy,Italian,,Educational,"education,public"
Italia 1,https://cachehsi1a.netplus.ch/live/eds/italia1/browser-dash/italia1.mpd,General,Italy,Italian,,General,general
Canale 5,https://cachehsi1a.netplus.ch/live/eds/canale5/browser-dash/canale5.mpd,General,Italy,Italian,,General,general
DMAX (IT),https://cachehsi1a.netplus.ch/live/eds/dmaxitalia/browser-dash/dmaxitalia.mpd,Documentary,Italy,Italian,,Documentary,documentary
CVM TV,https://fl5.moveonjoy.com/CVM_TV_CARIBBEAN/index.m3u8,General,Jamaica,English,,General,general
TVJ,https://fl5.moveonjoy.com/TVJ_CARIBBEAN/index.m3u8,General,Jamaica,English,,General,general
KBS World,http://121.143.97.131:9981/stream/channelid/576334703?profile=pass,General,South Korea,Korean,,General,"public,international"
KBS 1TV,http://121.143.97.131:9981/stream/channelid/1970416497?profile=pass,General,South Korea,Korean,,General,"public,general"
KBS 2TV,http://121.143.97.131:9981/stream/channelid/766925654?profile=pass,Entertainment,South Korea,Korean,,Entertainment,"entertainment,public"
KBS Drama,http://121.143.97.131:9981/stream/channelid/380321103?profile=pass,Entertainment,South Korea,Korean,,Entertainment,drama
KBS Joy,http://121.143.97.131:9981/stream/channelid/379109342?profile=pass,Entertainment,South Korea,Korean,,Entertainment,entertainment
KBS Kids,http://121.143.97.131:9981/stream/channelid/430628735?profile=pass,Kids,South Korea,Korean,,Kids,kids
MBC (KR),http://123.212.201.54:9981/stream/channelid/1555600652?ticket=A2F9DDA5AC88952741F7882B3396977931967F37&profile=pass,General,South Korea,Korean,,General,general
SBS (KR),http://123.212.201.54:9981/stream/channelid/355749630?ticket=3F59BE4851A5060AD92DA878FDE2ED006CE5AF23&profile=pass,General,South Korea,Korean,,General,general
